05-29 14:16:07.641  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{ea86e2b #1703 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 14:46:24.283  1690  3029 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=4} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:46:26.567  1690  5142 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=4} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:46:26.584  1690  5558 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=4} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:46:34.873  1690  5070 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=4} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:47:00.002  1690  2736 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=4} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:47:00.186  1690  5901 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=4} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:47:50.772  1690  3430 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=6} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:48:37.530  1690  5144 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f43b15b #1704 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=7} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:48:46.245  1690  2033 W UsageStatsService: Unexpected activity event reported! (com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3 event : 23 instanceId : 107187579)
05-29 14:48:46.246  1690  2033 W UsageStatsService: Unexpected activity event reported! (com.miui.player/com.miui.player.details.view.LocalPlaylistDetialActivity event : 23 instanceId : 103546365)
05-29 14:48:46.246  1690  2033 W UsageStatsService: Unexpected activity event reported! (com.miui.player/com.miui.player.transition.UriFragmentActivity event : 23 instanceId : 133292910)
05-29 14:48:46.250  1690  2033 W UsageStatsService: Unexpected activity event reported! (com.miui.player/com.miui.player.ui.MusicActivity event : 23 instanceId : 212601025)
05-29 14:48:49.470  1690  3030 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:48:57.401  1690  2366 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:49:56.192  1690  5558 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:52:38.093  1690  3292 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:52:43.752  1690  3292 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:53:06.858  1690  4316 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:53:13.081  1690  5070 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:53:21.868  1690  4314 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:53:40.304  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:53:43.054  1690  4316 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:54:21.527  1690  4314 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:54:30.057  1690  1797 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:54:45.121  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:54:50.691  1690  4316 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:55:00.349  1690  5146 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:55:55.913  1690  1797 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:55:59.389  1690  4320 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{7cd2d50 #1705 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 14:57:43.018  1690  3029 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{5de6ca6 #1706 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
